2.5200000000,2.0200000000,0.5010000000,0.0075700000
2.4400000000,1.9400000000,0.4990000000,0.0072100000
2.3100000000,1.8100000000,0.4990000000,0.0070500000
2.2600000000,1.7600000000,0.4980000000,0.0069200000
2.1900000000,1.6900000000,0.4990000000,0.0069000000
2.2300000000,1.7400000000,0.4990000000,0.0069600000
2.1900000000,1.6900000000,0.4990000000,0.0068900000
2.2300000000,1.7300000000,0.4990000000,0.0068100000
2.2400000000,1.7400000000,0.4990000000,0.0067000000
2.2400000000,1.7400000000,0.4990000000,0.0065600000
2.2400000000,1.7400000000,0.4990000000,0.0064100000
2.2300000000,1.7300000000,0.4990000000,0.0062800000
2.2300000000,1.7300000000,0.4990000000,0.0062100000
2.2200000000,1.7200000000,0.4990000000,0.0060800000
2.2300000000,1.7300000000,0.4990000000,0.0059600000
2.2100000000,1.7100000000,0.4990000000,0.0058200000
2.1900000000,1.6900000000,0.4990000000,0.0056900000
2.1800000000,1.6800000000,0.4990000000,0.0055800000
2.1900000000,1.6900000000,0.4990000000,0.0054900000
2.1800000000,1.6800000000,0.4990000000,0.0054000000
2.1900000000,1.6900000000,0.4990000000,0.0053100000
2.1800000000,1.6800000000,0.4990000000,0.0052000000
2.1800000000,1.6800000000,0.4990000000,0.0050900000
2.1700000000,1.6700000000,0.4990000000,0.0049900000
2.1700000000,1.6700000000,0.4990000000,0.0049200000
2.1700000000,1.6700000000,0.4990000000,0.0048400000
2.1800000000,1.6800000000,0.4990000000,0.0047600000
2.1800000000,1.6800000000,0.4990000000,0.0046800000
2.1800000000,1.6800000000,0.4990000000,0.0046000000
2.1700000000,1.6700000000,0.4990000000,0.0045200000
2.1700000000,1.6700000000,0.4990000000,0.0044600000
2.1700000000,1.6700000000,0.4990000000,0.0043900000
2.1600000000,1.6700000000,0.4990000000,0.0043300000
2.1600000000,1.6600000000,0.4990000000,0.0042600000
2.1600000000,1.6600000000,0.4990000000,0.0042000000
2.1500000000,1.6500000000,0.4990000000,0.0041400000
2.1500000000,1.6500000000,0.4990000000,0.0040800000
2.1400000000,1.6400000000,0.4990000000,0.0040200000
2.1500000000,1.6500000000,0.4990000000,0.0039700000
2.1600000000,1.6600000000,0.4990000000,0.0039200000
2.1600000000,1.6700000000,0.4990000000,0.0038700000
2.1600000000,1.6600000000,0.4990000000,0.0038200000
2.1700000000,1.6700000000,0.4990000000,0.0037700000
2.1600000000,1.6700000000,0.4990000000,0.0037300000
2.1500000000,1.6600000000,0.4990000000,0.0036800000
2.1500000000,1.6500000000,0.4990000000,0.0036400000
2.1400000000,1.6400000000,0.4990000000,0.0035900000
2.1400000000,1.6400000000,0.4990000000,0.0035500000
2.1400000000,1.6400000000,0.4990000000,0.0035100000
2.1400000000,1.6400000000,0.4990000000,0.0034700000
2.1400000000,1.6400000000,0.4990000000,0.0034400000
2.1300000000,1.6300000000,0.4990000000,0.0034000000
2.1300000000,1.6300000000,0.4990000000,0.0033600000
2.1400000000,1.6400000000,0.4990000000,0.0033300000
2.1400000000,1.6500000000,0.4990000000,0.0032900000
2.1400000000,1.6400000000,0.4990000000,0.0032600000
